label,R_median,R_final,Global_median,PSD_slope,DFA_alpha,MI_median,Entropy_median,Corr_median
6,0.6380104,0.6611759,0.42816659435629845,-4.403670918648382,1.9326023393043106,2.135582920224706,3.186920542933825,-0.2536973107356192
5,0.54991907,0.60250914,0.43259283900260925,-4.247476319735631,1.9634942675664144,2.1727777148934844,3.1908129803110046,-0.2891061689920079
4,0.6248669,0.6449635,0.4288667067885399,-4.479092515816048,1.935646181233168,2.1657687818531364,3.211128032459626,-0.26015475886390127
5,0.6402172,0.6699815,0.4250742942094803,-4.860215308565836,1.9224081506829034,2.056035403451565,3.1689488401862405,-0.2614887235726202
1,0.68782926,0.75339997,0.42587732523679733,-3.6680341577820776,1.9220001263390452,2.1570160096321365,3.175071290105868,-0.37329225440131697
4,0.6602139,0.68597716,0.42579029500484467,-4.498620846508899,1.9514413838356786,2.1186169701286706,3.186996591034368,-0.2574941701693686
4,0.67179525,0.6937667,0.4252040646970272,-4.40227443222989,1.9478267665810765,2.0965174550935384,3.1491539438060725,-0.25936571372494427
7,0.58816695,0.649154,0.4321935586631298,-4.032825307561346,1.9387832265474951,2.1600222499162407,3.208934240876374,-0.2747984016851449
2,0.53779334,0.59130305,0.43410952389240265,-4.418828301157655,1.9574741425431903,2.191749288160003,3.184867822517042,-0.24394152095155072
3,0.5934893,0.61668,0.4284820146858692,-4.526609151521872,1.9520958388549794,2.0958807767096648,3.191964542555157,-0.26105110801265863
2,0.621259,0.66324997,0.42892027646303177,-4.214070469851301,1.930927778342685,2.1614509434521203,3.2114346932633726,-0.2676126128891459
7,0.610881,0.7469626,0.4273790493607521,-3.4534188182272647,1.8742010288011584,2.1555485572990563,3.1915618845518976,-0.4378283583442376
1,0.47051278,0.73017746,0.4287194386124611,-3.6671399788369867,2.031826666710616,2.13067705739036,3.170946643259917,-0.4172886861143575
8,0.6041919,0.64128745,0.43049219995737076,-4.212095980697888,1.9380846474640965,2.150438453946435,3.196286221553884,-0.2644544114987648
1,0.68792963,0.75471765,0.42703234404325485,-3.4327194141267072,1.8598948885734037,2.1229191659706954,3.190514022281852,-0.4044411834853206
8,0.5556985,0.61781657,0.4333866611123085,-4.091817363232072,1.9644311817197695,2.1600758687153556,3.1964043650891756,-0.2950435755980886
1,0.6495277,0.7510399,0.4261712394654751,-4.0918144263872245,1.932326089740019,2.14765245766507,3.182932856415854,-0.41388387210259336
8,0.5680799,0.61787236,0.4333399534225464,-4.005601277858664,1.9476440733692824,2.1530281002842315,3.1851805624971314,-0.287633702892492
5,0.6805861,0.7080045,0.42395029962062836,-4.519038543207147,1.9658128507382389,2.109849150491544,3.1325011930333573,-0.2850630389953824
0,0.5087307,0.5717748,0.43488709628582,-3.995320997683479,1.962792975742275,2.1688381373044647,3.202472492040008,-0.27766984110988124
8,0.5952158,0.6303365,0.4304358549416065,-4.220033229210082,1.9366089002275615,2.1008308081654508,3.182901387101846,-0.2653916488629447
9,0.62564874,0.6565948,0.4282306432723999,-4.365947582614265,1.9318489337386895,2.1627275802186885,3.2141686269485383,-0.2579687287210391
2,0.5197457,0.5937197,0.43553971499204636,-4.1546745530835105,1.9649637568725289,2.1994774273364923,3.209553403176562,-0.29246909609395527
5,0.58338827,0.6146535,0.43079352006316185,-4.607509071364108,1.9560090718935415,2.141750424007385,3.165276102384537,-0.28615442249061585
0,0.51244223,0.57358104,0.4356522671878338,-3.8220651312155485,1.9645867696470363,2.132951878935556,3.1921556073620763,-0.26651455070863195
1,0.5311487,0.75711083,0.4271434247493744,-3.5511770101611053,1.9901270960759507,2.154506417318532,3.2098185115797055,-0.4146211326889787
1,0.6935863,0.73141783,0.42495739087462425,-4.708181258897031,1.9450844502997264,2.0932080089028506,3.1397846152792512,-0.25413753452874105
1,0.6726278,0.755946,0.4259960502386093,-4.100348068706863,1.900201349179363,2.135956627156982,3.1580925481652384,-0.39193986270291636
0,0.5580416,0.61395794,0.433279313147068,-4.048916168848955,1.9455444326018119,2.1739752332158586,3.200052099298687,-0.24662401037631232
9,0.63036096,0.6693557,0.4287625104188919,-4.315777365258856,1.9203018852918368,2.1541831346209213,3.2056548184564475,-0.2687670232210486
0,0.5616965,0.6098551,0.4330092519521713,-4.1083032205602406,1.9593853757968813,2.162019221180021,3.1760687499107094,-0.28517478388100753
3,0.6720487,0.7146915,0.42442700266838074,-3.746364325782541,1.897404016852729,2.1483343814821607,3.154195724836126,-0.35782483930091835
1,0.7068138,0.7359164,0.4234417863190174,-4.425822060188233,1.9150787307253372,2.091446868537793,3.0821903107920114,-0.31174136189259094
6,0.616158,0.6714788,0.4313659481704235,-4.18413490218935,1.9335312825845528,2.142486610640988,3.2258357917519724,-0.26837207025896215
4,0.67201114,0.6966852,0.4244294688105583,-4.6253061900733545,1.9587434610713916,2.1104458726348745,3.1325038435518273,-0.2619422347868961
2,0.5389349,0.62083095,0.4349484443664551,-4.083821422013118,1.962500969229137,2.1758690944223638,3.1880377450294337,-0.2875974272307354
3,0.38274574,0.50341475,0.4381711333990097,-3.6612459890845095,1.9697418338233923,2.1634565666241037,3.2192702175423666,-0.3149547082557207
6,0.5365136,0.5960203,0.43411363661289215,-4.306811550814914,1.9560023406817528,2.1939421968905837,3.1832994712544282,-0.2671352568739985
1,0.6783662,0.750628,0.42597948387265205,-3.7497103464831514,1.889103601112777,2.101733913715223,3.1616239081762405,-0.39056743469779753
